frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.85, 0.00, 0.00, 0.00, 0.00, 0.97, 0.00, 0.00, 0.10, 0.41, 0.00, 0.46, 0.73, 0.00, 0.00, 0.00, 0.44, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.059, 0.98, 1, 0.80, 0.00, 0.00, 0.00, 0.00, 0.60, 0.03, 0.00, 0.03, 0.14, 0.08, 0.42, 0.28, 0.00, 0.00, 0.11, 0.25, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.118, 0.98, 1, 0.73, 0.01, 0.00, 0.00, 0.00, 0.34, 0.03, 0.00, 0.00, 0.00, 0.19, 0.42, 0.04, 0.00, 0.00, 0.24, 0.11, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.176, 0.98, 1, 0.63, 0.01, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.34, 0.52, 0.01, 0.00, 0.00, 0.50, 0.02, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.235, 0.98, 1, 0.56, 0.02, 0.00, 0.00, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.30, 0.48, 0.01, 0.02, 0.05, 0.67, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.294, 0.98, 1, 0.52, 0.06, 0.00, 0.01, 0.00, 0.45, 0.00, 0.00, 0.00, 0.00, 0.28, 0.41, 0.01, 0.03, 0.05, 0.77, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.353, 0.98, 1, 0.51, 0.07, 0.03, 0.10, 0.00, 0.61, 0.01, 0.00, 0.00, 0.00, 0.22, 0.33, 0.00, 0.08, 0.09, 0.79, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.412, 0.98, 1, 0.56, 0.09, 0.03, 0.17, 0.00, 0.65, 0.01, 0.00, 0.00, 0.00, 0.33, 0.31, 0.00, 0.09, 0.10, 0.79, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.471, 0.98, 1, 0.60, 0.05, 0.05, 0.47, 0.00, 0.48, 0.01, 0.00, 0.00, 0.00, 0.47, 0.31, 0.00, 0.23, 0.16, 0.75, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.529, 0.98, 1, 0.53, 0.08, 0.02, 0.77, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.54, 0.37, 0.00, 0.40, 0.12, 0.61, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
