frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 1.79, 0.00, 0.44, 0.77, 0.00, 0.40, 0.15, 1.36, 0.00, 0.00, 0.00, 0.00, 0.73, 1.83, 0.35, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 1.81, 0.00, 0.49, 0.64, 0.00, 0.49, 0.22, 1.64, 0.00, 0.00, 0.00, 0.00, 0.75, 1.74, 0.21, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 1.94, 0.00, 0.50, 0.44, 0.00, 0.51, 0.21, 1.67, 0.00, 0.00, 0.00, 0.00, 0.70, 1.64, 0.15, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 2.07, 0.00, 0.42, 0.37, 0.00, 0.36, 0.24, 1.61, 0.00, 0.00, 0.00, 0.00, 0.60, 1.58, 0.14, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 2.26, 0.00, 0.32, 0.26, 0.00, 0.15, 0.28, 1.28, 0.00, 0.00, 0.00, 0.00, 0.40, 1.61, 0.09, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 2.30, 0.00, 0.20, 0.45, 0.00, 0.00, 0.34, 1.08, 0.00, 0.00, 0.00, 0.00, 0.21, 1.63, 0.06, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 2.50, 0.00, 0.11, 0.74, 0.00, 0.00, 0.33, 0.92, 0.00, 0.00, 0.00, 0.00, 0.06, 1.55, 0.13, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
8, 0, 0.234, 0.98, 1, 0.08, 0.00, 2.68, 0.00, 0.04, 0.86, 0.00, 0.00, 0.32, 1.08, 0.05, 0.00, 0.00, 0.00, 0.00, 1.34, 0.23, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00
9, 0, 0.267, 0.98, 1, 0.29, 0.00, 2.83, 0.00, 0.01, 0.76, 0.00, 0.00, 0.34, 1.17, 0.22, 0.00, 0.00, 0.00, 0.00, 1.23, 0.31, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00
10, 0, 0.300, 0.98, 1, 0.43, 0.00, 2.85, 0.00, 0.00, 0.47, 0.00, 0.07, 0.23, 1.04, 0.47, 0.00, 0.05, 0.00, 0.00, 1.18, 0.42, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00
