frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 1.55, 0.00, 1.53, 0.00, 1.59, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.040, 0.98, 1, 0.01, 0.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.58, 0.00, 1.58, 0.00, 1.09, 0.00, 0.96, 0.01, 0.22, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.080, 0.98, 1, 0.01, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.96, 0.00, 1.68, 0.00, 0.91, 0.00, 0.52, 0.22, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.120, 0.98, 1, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 1.14, 0.00, 1.79, 0.00, 0.93, 0.00, 0.30, 0.46, 0.34, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.160, 0.98, 1, 0.01, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 1.25, 0.00, 1.85, 0.00, 1.04, 0.00, 0.16, 0.67, 0.23, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.200, 0.98, 1, 0.01, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 1.33, 0.01, 1.83, 0.00, 1.02, 0.00, 0.06, 0.71, 0.12, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.240, 0.98, 1, 0.01, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 0.01, 1.75, 0.00, 1.03, 0.00, 0.01, 0.69, 0.14, 0.03, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.280, 0.98, 1, 0.11, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 1.51, 0.01, 1.78, 0.00, 1.08, 0.00, 0.00, 0.67, 0.21, 0.23, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.320, 0.98, 1, 0.17, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 1.50, 0.00, 1.85, 0.00, 1.06, 0.00, 0.00, 0.60, 0.25, 0.64, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.360, 0.98, 1, 0.27, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 1.45, 0.00, 1.95, 0.00, 1.05, 0.00, 0.00, 0.55, 0.23, 1.07, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
