frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.34, 0.00, 0.00, 0.66, 0.00, 0.32, 0.00, 1.02, 0.08, 0.33, 0.00, 0.22, 0.04, 0.00, 0.49, 0.74, 0.89, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.16, 0.00, 0.00, 0.45, 0.01, 0.16, 0.00, 1.23, 0.08, 0.46, 0.23, 0.39, 0.17, 0.12, 0.52, 1.10, 0.39, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.04, 0.00, 0.00, 0.37, 0.06, 0.06, 0.00, 1.41, 0.10, 0.51, 0.39, 0.44, 0.23, 0.24, 0.53, 1.30, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.00, 0.34, 0.13, 0.15, 0.00, 1.52, 0.15, 0.43, 0.47, 0.42, 0.22, 0.32, 0.44, 1.27, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.02, 0.00, 0.00, 0.41, 0.19, 0.29, 0.00, 1.55, 0.21, 0.46, 0.54, 0.45, 0.16, 0.31, 0.40, 1.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.02, 0.00, 0.00, 0.34, 0.22, 0.36, 0.00, 1.54, 0.24, 0.48, 0.51, 0.51, 0.15, 0.29, 0.40, 1.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.02, 0.00, 0.00, 0.30, 0.21, 0.43, 0.00, 1.49, 0.26, 0.54, 0.43, 0.53, 0.11, 0.34, 0.40, 1.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.02, 0.00, 0.00, 0.32, 0.19, 0.44, 0.00, 1.48, 0.27, 0.56, 0.37, 0.37, 0.13, 0.39, 0.48, 0.82, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.02, 0.00, 0.00, 0.36, 0.21, 0.47, 0.00, 1.43, 0.28, 0.61, 0.46, 0.26, 0.09, 0.45, 0.53, 0.92, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.04, 0.00, 0.00, 0.33, 0.26, 0.36, 0.00, 1.38, 0.25, 0.65, 0.56, 0.13, 0.16, 0.50, 0.60, 1.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
