frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.26, 0.00, 1.62, 1.24, 0.24, 0.97, 1.92, 1.20, 0.00, 0.02, 0.14, 1.01, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
2, 0, 0.040, 0.98, 1, 0.00, 0.00, 0.26, 0.00, 1.53, 1.54, 0.08, 1.02, 2.02, 1.32, 0.00, 0.15, 0.32, 1.35, 0.10, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.080, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 1.45, 1.67, 0.00, 1.02, 2.04, 1.36, 0.00, 0.26, 0.41, 1.46, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.120, 0.98, 1, 0.00, 0.00, 0.16, 0.00, 1.37, 1.62, 0.00, 1.05, 2.00, 1.36, 0.00, 0.36, 0.47, 1.33, 0.01, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.160, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 1.35, 1.55, 0.00, 1.10, 2.00, 1.48, 0.00, 0.41, 0.54, 1.24, 0.01, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.30, 0.00, 1.36, 1.53, 0.01, 1.16, 2.00, 1.56, 0.00, 0.42, 0.67, 1.20, 0.01, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.240, 0.98, 1, 0.00, 0.00, 0.39, 0.00, 1.39, 1.61, 0.03, 1.18, 1.98, 1.54, 0.00, 0.41, 0.74, 1.17, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.280, 0.98, 1, 0.00, 0.00, 0.38, 0.00, 1.41, 1.68, 0.11, 1.21, 1.95, 1.56, 0.00, 0.46, 0.84, 1.14, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.320, 0.98, 1, 0.00, 0.00, 0.38, 0.00, 1.43, 1.71, 0.16, 1.22, 1.92, 1.56, 0.00, 0.57, 0.88, 1.10, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.360, 0.98, 1, 0.00, 0.00, 0.34, 0.00, 1.42, 1.69, 0.21, 1.24, 1.88, 1.57, 0.00, 0.63, 0.95, 1.08, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.400, 0.98, 1, 0.00, 0.00, 0.33, 0.00, 1.42, 1.70, 0.22, 1.29, 1.89, 1.52, 0.00, 0.65, 1.00, 1.07, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.440, 0.98, 1, 0.00, 0.00, 0.29, 0.00, 1.42, 1.68, 0.23, 1.35, 1.92, 1.55, 0.00, 0.59, 1.05, 1.07, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.480, 0.98, 1, 0.00, 0.00, 0.28, 0.00, 1.45, 1.63, 0.16, 1.40, 1.97, 1.58, 0.00, 0.62, 1.04, 1.07, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.520, 0.98, 1, 0.00, 0.00, 0.31, 0.00, 1.48, 1.55, 0.08, 1.43, 2.05, 1.57, 0.00, 0.71, 1.00, 1.05, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.560, 0.98, 1, 0.00, 0.00, 0.35, 0.00, 1.53, 1.56, 0.00, 1.47, 2.14, 1.45, 0.00, 0.78, 0.97, 1.01, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
