frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.00, 1.50, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 2.49, 2.26, 0.07, 2.09, 0.00, 3.19, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.00, 1.38, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 3.33, 2.27, 0.02, 2.44, 0.00, 4.19, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
3, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.00, 1.09, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 3.29, 2.17, 0.00, 2.47, 0.00, 3.81, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
4, 0, 0.300, 0.98, 1, 0.00, 0.00, 0.00, 0.89, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 2.74, 1.98, 0.00, 2.45, 0.19, 2.58, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.400, 0.98, 1, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 0.00, 1.17, 0.00, 0.00, 2.05, 1.81, 0.01, 2.43, 0.36, 1.06, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.500, 0.98, 1, 0.00, 0.00, 0.10, 0.82, 0.00, 0.00, 0.00, 1.31, 0.00, 0.00, 2.07, 1.85, 0.01, 2.67, 0.35, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.600, 0.98, 1, 0.00, 0.00, 0.35, 1.08, 0.00, 0.00, 0.00, 1.29, 0.00, 0.00, 2.67, 1.69, 0.01, 2.58, 0.17, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.700, 0.98, 1, 0.00, 0.00, 0.68, 1.29, 0.00, 0.00, 0.00, 0.91, 0.00, 0.00, 3.19, 1.59, 0.00, 2.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.800, 0.98, 1, 0.00, 0.00, 0.67, 1.17, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 4.02, 1.00, 0.02, 1.59, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.900, 0.98, 1, 0.00, 0.00, 0.42, 1.01, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 4.50, 0.85, 0.02, 1.18, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11, 0, 1.000, 0.98, 1, 0.00, 0.00, 0.21, 0.86, 0.00, 0.00, 0.00, 0.32, 0.00, 0.00, 4.97, 0.96, 0.14, 0.93, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12, 0, 1.100, 0.98, 1, 0.00, 0.00, 0.12, 0.99, 0.00, 0.00, 0.00, 0.56, 0.00, 0.00, 4.24, 1.44, 0.11, 1.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13, 0, 1.200, 0.98, 1, 0.00, 0.00, 0.12, 1.19, 0.00, 0.00, 0.00, 1.16, 0.00, 0.00, 3.34, 1.75, 0.11, 1.69, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
