frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.52, 1, 0.45, 0.00, 0.00, 0.02, 0.27, 4.02, 2.07, 1.03, 0.42, 0.43, 1.76, 4.93, 0.17, 1.52, 0.00, 1.60, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.35, 0.00, 0.05, 0.01, 0.31, 3.82, 2.02, 1.29, 0.60, 0.45, 2.00, 4.98, 0.06, 1.59, 0.06, 1.82, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.30, 0.00, 0.10, 0.00, 0.32, 3.69, 1.98, 1.46, 0.67, 0.42, 1.95, 4.87, 0.05, 1.61, 0.06, 1.83, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.31, 0.00, 0.10, 0.05, 0.32, 3.49, 1.99, 1.44, 0.62, 0.41, 1.66, 4.57, 0.29, 1.64, 0.06, 1.57, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
5, 0, 0.133, 0.98, 1, 0.40, 0.00, 0.05, 0.08, 0.31, 3.25, 2.04, 1.38, 0.40, 0.41, 1.34, 4.19, 0.56, 1.52, 0.01, 1.30, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
6, 0, 0.167, 0.98, 1, 0.41, 0.00, 0.00, 0.15, 0.30, 3.11, 2.05, 1.28, 0.25, 0.43, 1.25, 4.02, 0.72, 1.46, 0.02, 1.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
7, 0, 0.200, 0.98, 1, 0.28, 0.00, 0.00, 0.12, 0.22, 2.95, 2.11, 1.06, 0.12, 0.50, 0.92, 3.67, 0.80, 1.34, 0.01, 1.01, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
8, 0, 0.234, 0.98, 1, 0.14, 0.00, 0.00, 0.48, 0.21, 3.20, 1.79, 1.04, 0.21, 0.34, 2.21, 4.05, 0.52, 2.47, 0.01, 0.78, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
9, 0, 0.267, 0.98, 1, 0.03, 0.00, 0.00, 0.50, 0.21, 2.53, 1.49, 0.74, 0.26, 0.21, 2.75, 4.30, 0.31, 2.84, 0.17, 1.47, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.00, 0.00, 0.49, 0.29, 2.09, 1.48, 0.48, 0.24, 0.00, 4.33, 4.95, 0.00, 3.99, 1.48, 2.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
