frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.07, 0.00, 0.00, 0.05, 0.64, 0.00, 0.00, 0.92, 1.35, 2.24, 0.19, 0.13, 0.00, 0.00, 0.51, 0.00, 0.82, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.88, 1, 0.08, 0.00, 0.00, 0.04, 0.64, 0.00, 0.00, 1.02, 1.34, 2.14, 0.19, 0.04, 0.03, 0.00, 0.46, 0.00, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.88, 1, 0.07, 0.00, 0.00, 0.09, 0.65, 0.00, 0.00, 1.10, 1.31, 2.10, 0.24, 0.00, 0.03, 0.00, 0.35, 0.00, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.88, 1, 0.04, 0.00, 0.00, 0.11, 0.66, 0.00, 0.00, 1.19, 1.29, 2.14, 0.28, 0.00, 0.00, 0.00, 0.28, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.88, 1, 0.04, 0.00, 0.00, 0.11, 0.65, 0.00, 0.00, 1.21, 1.26, 2.12, 0.39, 0.04, 0.00, 0.00, 0.26, 0.00, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.88, 1, 0.03, 0.00, 0.00, 0.04, 0.69, 0.00, 0.00, 1.27, 1.27, 2.13, 0.38, 0.04, 0.00, 0.00, 0.34, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.88, 1, 0.02, 0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 1.31, 1.33, 2.11, 0.46, 0.14, 0.00, 0.01, 0.38, 0.00, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.233, 0.88, 1, 0.03, 0.00, 0.00, 0.00, 0.80, 0.00, 0.00, 1.33, 1.47, 2.06, 0.48, 0.25, 0.00, 0.01, 0.26, 0.00, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.88, 1, 0.04, 0.00, 0.00, 0.02, 0.85, 0.00, 0.00, 1.33, 1.56, 2.05, 0.50, 0.35, 0.00, 0.01, 0.15, 0.00, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.88, 1, 0.03, 0.00, 0.00, 0.04, 0.88, 0.00, 0.00, 1.36, 1.58, 2.03, 0.42, 0.38, 0.00, 0.00, 0.12, 0.00, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
