frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.93, 1, 0.00, 0.28, 0.00, 1.95, 0.81, 0.00, 0.00, 0.00, 0.20, 0.67, 0.00, 0.00, 0.00, 1.15, 0.00, 0.00, 0.83, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.93, 1, 0.00, 0.38, 0.00, 1.82, 0.88, 0.00, 0.00, 0.00, 0.24, 1.01, 0.00, 0.00, 0.00, 1.03, 0.05, 0.00, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.37, 0.00, 1.63, 0.91, 0.00, 0.00, 0.00, 0.27, 1.14, 0.00, 0.00, 0.00, 0.87, 0.11, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.40, 0.00, 1.52, 1.04, 0.00, 0.00, 0.07, 0.42, 1.02, 0.00, 0.00, 0.00, 0.73, 0.17, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.28, 0.00, 1.62, 1.14, 0.00, 0.00, 0.10, 0.55, 0.86, 0.00, 0.00, 0.00, 0.73, 0.17, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.20, 0.00, 1.74, 1.27, 0.00, 0.00, 0.12, 0.68, 0.69, 0.00, 0.00, 0.00, 0.75, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.09, 0.00, 1.76, 1.27, 0.00, 0.00, 0.10, 0.64, 0.64, 0.00, 0.00, 0.00, 0.73, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 0.00, 0.00, 1.60, 1.25, 0.00, 0.00, 0.07, 0.57, 0.59, 0.00, 0.00, 0.00, 0.69, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 0.07, 0.00, 1.47, 1.24, 0.00, 0.00, 0.05, 0.51, 0.72, 0.00, 0.00, 0.00, 0.69, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.07, 0.00, 1.45, 1.24, 0.00, 0.00, 0.00, 0.42, 0.66, 0.00, 0.09, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
