frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.32, 0.25, 1.31, 0.00, 0.82, 0.00, 0.25, 0.00, 0.00, 0.39, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.037, 0.98, 1, 0.51, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.28, 1.41, 0.00, 0.87, 0.00, 0.09, 0.00, 0.00, 0.52, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.074, 0.98, 1, 0.59, 0.13, 0.00, 0.00, 0.00, 0.00, 0.04, 0.40, 0.29, 1.34, 0.00, 0.90, 0.00, 0.12, 0.00, 0.00, 0.39, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.111, 0.98, 1, 0.61, 0.16, 0.00, 0.00, 0.00, 0.00, 0.08, 0.41, 0.28, 1.23, 0.00, 0.93, 0.00, 0.24, 0.00, 0.00, 0.19, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.148, 0.98, 1, 0.63, 0.11, 0.00, 0.00, 0.00, 0.00, 0.08, 0.43, 0.28, 1.15, 0.00, 0.94, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.185, 0.98, 1, 0.55, 0.06, 0.00, 0.00, 0.00, 0.00, 0.06, 0.47, 0.29, 1.16, 0.00, 0.96, 0.00, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.222, 0.98, 1, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.49, 0.30, 1.18, 0.00, 0.96, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.259, 0.98, 1, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.51, 0.28, 1.10, 0.00, 0.96, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.296, 0.98, 1, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.46, 0.26, 1.09, 0.00, 0.98, 0.00, 0.43, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.333, 0.98, 1, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.47, 0.24, 1.15, 0.00, 0.96, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.370, 0.98, 1, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.46, 0.22, 1.20, 0.00, 1.00, 0.00, 0.45, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.407, 0.98, 1, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.51, 0.22, 1.28, 0.00, 1.01, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.444, 0.98, 1, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.56, 0.19, 1.30, 0.00, 1.05, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.481, 0.98, 1, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.61, 0.19, 1.35, 0.00, 1.07, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.519, 0.98, 1, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.62, 0.19, 1.37, 0.00, 1.07, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
