frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.33, 0.34, 0.79, 0.07, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37, 0.00, 0.42, 0.30, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.040, 0.98, 1, 0.47, 0.41, 0.90, 0.02, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.27, 0.34, 0.38, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.080, 0.98, 1, 0.50, 0.49, 0.93, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.01, 0.34, 0.00, 0.17, 0.39, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.120, 0.98, 1, 0.43, 0.44, 0.95, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.01, 0.33, 0.03, 0.10, 0.40, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.160, 0.98, 1, 0.31, 0.40, 0.90, 0.00, 0.00, 0.45, 0.00, 0.00, 0.00, 0.00, 0.01, 0.37, 0.04, 0.06, 0.44, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.200, 0.98, 1, 0.34, 0.46, 0.92, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.39, 0.05, 0.06, 0.57, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.240, 0.98, 1, 0.43, 0.62, 0.92, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.44, 0.02, 0.10, 0.61, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.280, 0.98, 1, 0.51, 0.72, 0.95, 0.00, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.01, 0.12, 0.66, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.320, 0.98, 1, 0.49, 0.66, 0.90, 0.00, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.46, 0.02, 0.14, 0.57, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.360, 0.98, 1, 0.46, 0.56, 0.87, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.44, 0.02, 0.13, 0.55, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
