frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 1.21, 0.00, 0.24, 0.92, 0.35, 3.06, 0.23, 0.00, 0.00, 1.96, 0.14, 1.20, 0.71, 1.56, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2, 0, 0.033, 0.88, 1, 0.00, 0.00, 1.40, 0.00, 0.17, 1.19, 0.38, 3.00, 0.17, 0.00, 0.00, 2.02, 0.05, 1.06, 0.69, 1.54, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
3, 0, 0.067, 0.88, 1, 0.00, 0.00, 1.46, 0.00, 0.17, 1.32, 0.42, 2.96, 0.12, 0.00, 0.00, 2.03, 0.00, 0.88, 0.73, 1.67, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4, 0, 0.100, 0.88, 1, 0.00, 0.00, 1.48, 0.00, 0.17, 1.18, 0.42, 2.78, 0.09, 0.00, 0.00, 1.92, 0.01, 0.69, 0.65, 1.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5, 0, 0.133, 0.88, 1, 0.00, 0.00, 1.46, 0.00, 0.26, 1.10, 0.38, 2.59, 0.07, 0.00, 0.00, 1.75, 0.01, 0.45, 0.47, 1.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6, 0, 0.167, 0.88, 1, 0.00, 0.00, 1.50, 0.00, 0.32, 1.11, 0.33, 2.36, 0.04, 0.00, 0.00, 1.56, 0.01, 0.23, 0.29, 0.81, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.88, 1, 0.00, 0.00, 1.59, 0.00, 0.30, 1.18, 0.25, 2.24, 0.00, 0.00, 0.00, 1.42, 0.00, 0.06, 0.17, 0.57, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.233, 0.88, 1, 0.00, 0.00, 1.57, 0.00, 0.31, 1.34, 0.23, 2.11, 0.00, 0.00, 0.00, 1.30, 0.00, 0.00, 0.26, 0.45, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.88, 1, 0.00, 0.00, 1.55, 0.00, 0.29, 1.36, 0.27, 1.93, 0.02, 0.00, 0.00, 1.20, 0.00, 0.00, 0.27, 0.46, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.88, 1, 0.00, 0.00, 1.46, 0.00, 0.33, 1.29, 0.36, 1.93, 0.03, 0.00, 0.00, 1.17, 0.00, 0.00, 0.45, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
