frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 0.00, 0.00, 0.00, 1.28, 1.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 1.49, 0.62, 0.99, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.100, 0.98, 1, 0.15, 0.00, 0.00, 0.00, 0.00, 1.40, 0.55, 0.04, 0.00, 0.15, 0.00, 0.09, 0.42, 0.10, 1.35, 0.34, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
3, 0, 0.200, 0.98, 1, 0.33, 0.00, 0.00, 0.00, 0.00, 1.20, 0.25, 0.04, 0.00, 0.30, 0.00, 0.09, 0.63, 0.00, 1.06, 0.13, 1.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
4, 0, 0.300, 0.93, 1, 0.50, 0.00, 0.00, 0.00, 0.00, 0.76, 0.14, 0.07, 0.00, 0.25, 0.00, 0.02, 0.67, 0.00, 0.80, 0.00, 1.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.400, 0.98, 1, 0.56, 0.00, 0.00, 0.00, 0.00, 0.53, 0.08, 0.03, 0.00, 0.36, 0.04, 0.09, 0.49, 0.00, 0.60, 0.00, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.500, 0.93, 1, 0.41, 0.00, 0.00, 0.00, 0.00, 0.47, 0.02, 0.03, 0.00, 0.27, 0.05, 0.22, 0.28, 0.00, 0.51, 0.00, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.600, 0.93, 1, 0.21, 0.00, 0.00, 0.00, 0.00, 0.54, 0.00, 0.00, 0.00, 0.27, 0.11, 0.47, 0.00, 0.00, 0.50, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.700, 0.93, 1, 0.02, 0.00, 0.00, 0.00, 0.03, 0.50, 0.00, 0.00, 0.00, 0.07, 0.12, 0.55, 0.00, 0.00, 0.49, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.800, 0.93, 1, 0.00, 0.00, 0.00, 0.00, 0.03, 0.42, 0.00, 0.00, 0.00, 0.00, 0.17, 0.54, 0.00, 0.00, 0.36, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.900, 0.93, 1, 0.00, 0.00, 0.00, 0.00, 0.10, 0.29, 0.00, 0.00, 0.00, 0.00, 0.11, 0.34, 0.00, 0.00, 0.29, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 1.000, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.10, 0.29, 0.00, 0.00, 0.00, 0.00, 0.07, 0.29, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
