frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.02, 0.78, 0.17, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.17, 0.73, 0.23, 0.00, 0.52, 1.40, 0.53, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
2, 0, 0.100, 0.98, 1, 0.09, 1.07, 0.17, 0.00, 0.00, 0.02, 0.00, 0.04, 0.00, 0.07, 0.06, 1.27, 0.33, 0.06, 0.17, 0.48, 0.29, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.200, 0.93, 1, 0.09, 0.81, 0.27, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.07, 0.00, 1.53, 0.43, 0.06, 0.21, 0.47, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.300, 0.98, 1, 0.00, 0.21, 0.33, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 1.42, 0.30, 0.13, 0.21, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
5, 0, 0.400, 0.98, 1, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.35, 0.21, 0.26, 0.25, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.500, 0.98, 1, 0.00, 0.03, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 1.34, 0.12, 0.28, 0.13, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.600, 0.98, 1, 0.00, 0.03, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 1.36, 0.12, 0.41, 0.13, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
8, 0, 0.700, 0.98, 1, 0.00, 0.10, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 1.34, 0.28, 0.41, 0.09, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.800, 0.98, 1, 0.00, 0.07, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 1.25, 0.20, 0.55, 0.12, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.900, 0.98, 1, 0.02, 0.29, 0.18, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.01, 0.00, 1.42, 0.20, 0.68, 0.12, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
