frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.26, 0.66, 0.79, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 1.96, 0.00, 0.08, 0.88, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.30, 0.74, 0.78, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.07, 2.00, 0.00, 0.09, 0.53, 0.02, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.31, 0.62, 0.75, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.14, 1.95, 0.00, 0.11, 0.33, 0.05, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.27, 0.40, 0.74, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 1.88, 0.00, 0.13, 0.29, 0.06, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.26, 0.41, 0.74, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 1.78, 0.00, 0.11, 0.28, 0.10, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.24, 0.56, 0.74, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 1.78, 0.00, 0.11, 0.35, 0.08, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.19, 0.65, 0.76, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 1.76, 0.00, 0.10, 0.33, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.16, 0.62, 0.75, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 1.74, 0.00, 0.07, 0.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.11, 0.50, 0.76, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.69, 0.00, 0.04, 0.33, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.19, 0.59, 0.70, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.70, 0.00, 0.05, 0.43, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
