frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.27, 0.00, 1.45, 2.51, 0.99, 3.81, 1.37, 1.78, 0.00, 5.00, 0.51, 3.40, 1.53, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.07, 0.58, 0.19, 1.46, 2.61, 0.57, 3.41, 1.16, 1.35, 0.00, 4.69, 1.48, 2.97, 1.27, 0.13, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.13, 0.79, 0.36, 1.45, 2.70, 0.32, 3.13, 1.07, 0.89, 0.00, 4.43, 2.19, 2.66, 1.21, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.18, 0.84, 0.41, 1.43, 2.59, 0.16, 2.89, 1.02, 0.46, 0.20, 4.13, 2.54, 2.54, 1.26, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.05, 0.17, 0.78, 0.31, 1.42, 2.63, 0.20, 2.66, 0.96, 0.13, 0.61, 3.97, 2.65, 2.63, 1.26, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.05, 0.15, 0.75, 0.21, 1.40, 2.54, 0.23, 2.54, 0.91, 0.01, 0.90, 3.77, 2.53, 2.68, 1.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.05, 0.12, 0.75, 0.13, 1.38, 2.62, 0.34, 2.53, 0.95, 0.01, 1.11, 3.76, 2.55, 2.73, 1.29, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 0.06, 0.82, 0.26, 1.33, 2.68, 0.33, 2.49, 0.94, 0.01, 0.70, 3.83, 2.45, 2.59, 1.26, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 0.03, 0.86, 0.35, 1.32, 2.84, 0.34, 2.35, 0.91, 0.00, 0.40, 3.91, 2.55, 2.56, 1.19, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.10, 0.92, 0.47, 1.34, 2.86, 0.35, 2.20, 0.88, 0.00, 0.27, 4.02, 2.63, 2.51, 1.18, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
