frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 1.87, 3.39, 0.74, 1.70, 0.21, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 1.92, 0.94, 0.24, 0.70, 1.61, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 1.88, 3.35, 0.82, 1.43, 0.20, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.98, 0.90, 0.19, 0.60, 1.59, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 1.81, 3.47, 0.80, 1.34, 0.23, 1.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.97, 0.81, 0.19, 0.55, 1.63, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 1.84, 3.56, 0.86, 1.42, 0.26, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.92, 0.68, 0.17, 0.49, 1.63, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 1.83, 3.49, 0.88, 1.45, 0.26, 1.23, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 0.58, 0.16, 0.39, 1.68, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 1.91, 3.41, 0.95, 1.43, 0.27, 1.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.65, 0.55, 0.12, 0.25, 1.55, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 1.33, 3.01, 0.78, 1.06, 0.66, 1.28, 0.00, 0.30, 0.25, 0.00, 1.67, 2.68, 0.76, 1.24, 0.14, 1.73, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.70, 2.73, 0.71, 0.79, 1.08, 0.97, 0.00, 0.30, 0.34, 0.00, 3.33, 3.51, 1.13, 2.47, 0.05, 1.62, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.09, 2.25, 0.50, 0.39, 1.52, 0.90, 0.00, 0.30, 0.47, 0.00, 5.00, 4.31, 1.40, 3.66, 0.00, 1.67, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.09, 2.26, 0.49, 0.31, 1.64, 0.86, 0.00, 0.00, 0.34, 0.00, 4.90, 3.78, 1.41, 3.63, 0.00, 1.43, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.334, 0.98, 1, 0.09, 2.22, 0.33, 0.27, 1.72, 1.10, 0.01, 0.17, 0.44, 0.00, 4.33, 3.54, 1.17, 3.49, 0.00, 1.64, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.367, 0.98, 1, 0.16, 2.38, 0.36, 0.31, 1.75, 1.30, 0.02, 0.35, 0.45, 0.00, 3.54, 3.38, 0.84, 3.32, 0.00, 1.75, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.33, 2.45, 0.40, 0.72, 1.67, 1.45, 0.15, 0.44, 0.36, 0.20, 2.21, 3.21, 0.81, 3.24, 0.00, 2.08, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.69, 2.68, 0.44, 1.23, 1.63, 1.67, 0.31, 0.35, 0.21, 0.20, 1.30, 2.99, 1.09, 3.11, 0.00, 2.29, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 1.11, 2.63, 0.46, 1.83, 1.55, 1.45, 0.35, 0.17, 0.07, 0.20, 0.73, 2.88, 1.69, 3.03, 0.00, 2.62, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 1.40, 2.64, 0.48, 2.05, 1.52, 1.33, 0.32, 0.08, 0.04, 0.00, 0.82, 2.79, 2.03, 2.88, 0.00, 2.74, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 1.55, 2.49, 0.48, 2.01, 1.48, 1.25, 0.23, 0.00, 0.00, 0.00, 0.91, 2.71, 2.16, 2.78, 0.00, 2.76, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 1.68, 2.38, 0.43, 1.72, 1.54, 1.12, 0.19, 0.00, 0.00, 0.00, 1.93, 2.52, 2.37, 2.82, 0.00, 2.70, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 1.79, 2.43, 0.27, 1.51, 1.62, 1.15, 0.19, 0.00, 0.00, 0.00, 3.17, 2.49, 2.55, 2.90, 0.00, 2.30, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.634, 0.98, 1, 1.99, 2.62, 0.30, 1.42, 1.65, 1.08, 0.11, 0.00, 0.00, 0.00, 4.56, 2.41, 2.77, 2.99, 0.00, 1.91, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
21, 0, 0.667, 0.98, 1, 1.94, 2.85, 0.40, 1.46, 1.64, 1.21, 0.12, 0.00, 0.00, 0.00, 4.61, 2.39, 2.84, 2.93, 0.00, 1.56, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
22, 0, 0.701, 0.98, 1, 1.98, 2.70, 0.46, 1.40, 1.65, 1.20, 0.16, 0.00, 0.00, 0.00, 4.71, 2.30, 3.16, 2.91, 0.00, 1.27, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
23, 0, 0.734, 0.98, 1, 1.88, 2.41, 0.47, 1.34, 1.72, 1.21, 0.33, 0.00, 0.00, 0.00, 4.71, 2.30, 3.05, 2.92, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
24, 0, 0.767, 0.98, 1, 1.95, 2.16, 0.67, 1.49, 1.72, 1.09, 0.36, 0.00, 0.00, 0.00, 4.67, 2.23, 2.93, 3.09, 0.00, 0.93, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
25, 0, 0.801, 0.98, 1, 1.84, 2.20, 1.07, 2.02, 1.75, 0.98, 0.22, 0.06, 0.00, 0.00, 3.63, 2.51, 2.37, 3.17, 0.00, 1.09, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
26, 0, 0.834, 0.98, 1, 1.57, 2.37, 1.15, 2.55, 1.78, 1.26, 0.04, 0.30, 0.00, 0.00, 1.97, 2.89, 2.03, 3.07, 0.09, 1.23, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
27, 0, 0.868, 0.98, 1, 0.91, 2.04, 0.84, 2.73, 1.77, 1.52, 0.10, 0.83, 0.16, 0.18, 0.63, 3.25, 1.67, 2.88, 0.99, 1.19, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
28, 0, 0.901, 0.98, 1, 0.35, 1.70, 0.43, 2.27, 1.70, 1.89, 0.43, 1.17, 0.22, 0.56, 0.00, 3.21, 1.66, 2.80, 2.31, 1.03, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
29, 0, 0.934, 0.98, 1, 0.00, 1.12, 0.43, 1.82, 1.36, 1.74, 0.70, 1.25, 0.22, 0.96, 1.67, 2.28, 1.16, 2.59, 3.12, 0.66, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
30, 0, 0.968, 0.98, 1, 0.00, 1.25, 0.41, 1.55, 1.04, 1.23, 0.70, 0.71, 0.12, 1.24, 3.18, 1.19, 1.33, 2.58, 3.88, 0.67, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
31, 0, 1.001, 0.98, 1, 0.00, 0.98, 0.33, 1.52, 0.80, 0.54, 0.37, 0.31, 0.06, 0.85, 4.84, 0.20, 0.72, 1.97, 4.23, 1.16, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
32, 0, 1.034, 0.98, 1, 0.00, 1.17, 0.38, 1.85, 1.05, 0.27, 0.11, 0.00, 0.06, 0.46, 4.84, 0.00, 0.72, 1.81, 5.00, 1.98, 0.02, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
33, 0, 1.068, 0.98, 1, 0.13, 1.04, 0.64, 2.14, 1.37, 0.56, 0.00, 0.53, 0.00, 0.00, 5.00, 1.67, 1.67, 0.91, 5.00, 1.57, 0.02, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
34, 0, 1.101, 0.98, 1, 0.25, 1.26, 0.84, 2.20, 1.62, 0.56, 0.00, 0.57, 0.00, 0.00, 5.00, 3.33, 3.33, 0.72, 5.00, 1.23, 0.02, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
35, 0, 1.134, 0.98, 1, 0.25, 0.79, 0.60, 1.35, 1.08, 0.29, 0.00, 0.83, 0.07, 0.10, 3.59, 3.65, 3.35, 0.40, 3.33, 0.40, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36, 0, 1.168, 0.93, 1, 0.24, 0.44, 0.33, 0.55, 0.54, 0.00, 0.00, 0.56, 0.15, 0.16, 2.09, 2.29, 1.68, 0.55, 1.67, 0.40, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37, 0, 1.201, 0.98, 1, 0.23, 0.05, 0.18, 0.00, 0.02, 0.00, 0.00, 0.79, 0.27, 0.33, 0.57, 0.90, 0.02, 0.52, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
