frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.03, 1, 0.00, 0.00, 0.00, 0.25, 0.27, 2.33, 1.82, 0.29, 1.01, 1.31, 1.55, 2.99, 0.34, 3.63, 2.09, 1.99, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.17, 0.00, 0.00, 0.36, 0.56, 2.73, 1.60, 1.00, 1.11, 1.20, 0.52, 3.65, 1.07, 3.54, 2.07, 1.74, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.17, 0.00, 0.00, 0.53, 0.91, 2.64, 1.56, 1.62, 1.13, 0.98, 0.00, 4.08, 1.31, 3.40, 2.17, 1.38, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.01, 0.00, 0.00, 0.73, 1.24, 2.63, 1.62, 1.93, 1.10, 0.63, 0.00, 4.27, 1.34, 3.32, 2.20, 1.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.00, 0.95, 1.44, 2.52, 1.68, 2.25, 1.10, 0.75, 0.00, 4.44, 1.36, 3.24, 2.30, 1.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 0.00, 1.01, 1.53, 2.74, 1.68, 2.46, 1.12, 0.89, 0.00, 4.61, 1.61, 3.30, 2.23, 1.12, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.00, 1.10, 1.60, 3.08, 1.61, 2.75, 1.10, 1.06, 0.00, 4.83, 1.88, 3.27, 2.09, 1.23, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 0.00, 0.18, 1.61, 1.66, 3.12, 1.40, 2.80, 0.98, 0.74, 0.00, 4.93, 1.82, 3.37, 1.77, 1.52, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 0.00, 0.39, 2.06, 1.75, 3.01, 1.13, 2.73, 0.78, 0.38, 0.00, 5.00, 1.78, 3.39, 1.26, 1.86, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.00, 0.59, 2.41, 1.78, 2.53, 0.92, 2.61, 0.62, 0.00, 0.00, 5.00, 1.71, 3.42, 0.90, 2.07, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
11, 0, 0.334, 0.98, 1, 0.00, 0.00, 0.58, 2.25, 1.81, 2.44, 0.88, 2.58, 0.55, 0.00, 0.00, 5.00, 1.84, 3.48, 0.84, 2.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
12, 0, 0.367, 0.98, 1, 0.00, 0.00, 0.61, 2.21, 1.73, 2.56, 0.78, 2.49, 0.56, 0.00, 0.00, 5.00, 2.03, 3.50, 0.84, 2.29, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
