frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.27, 0.00, 0.00, 0.87, 0.25, 2.33, 0.14, 1.83, 0.00, 0.73, 0.76, 0.00, 0.35, 1.56, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 0.00, 0.99, 0.15, 2.32, 0.13, 1.68, 0.00, 0.80, 0.69, 0.14, 0.32, 1.45, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 0.14, 0.02, 0.00, 1.05, 0.08, 2.34, 0.17, 1.60, 0.00, 0.85, 0.50, 0.17, 0.29, 1.37, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.25, 0.02, 0.00, 1.09, 0.04, 2.43, 0.22, 1.52, 0.00, 0.80, 0.40, 0.11, 0.35, 1.24, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.29, 0.04, 0.00, 1.14, 0.02, 2.50, 0.24, 1.48, 0.00, 0.72, 0.57, 0.07, 0.34, 1.20, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.06, 0.00, 0.32, 0.07, 0.00, 1.29, 0.00, 2.61, 0.20, 1.33, 0.06, 0.60, 0.84, 0.10, 0.38, 1.17, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.18, 0.03, 0.26, 0.17, 0.00, 1.31, 0.00, 2.62, 0.16, 1.22, 0.06, 0.58, 0.92, 0.17, 0.42, 1.35, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.44, 0.22, 0.19, 0.31, 0.00, 1.09, 0.00, 2.58, 0.12, 1.11, 0.07, 0.59, 0.90, 0.13, 0.38, 1.54, 0.08, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.70, 0.46, 0.16, 0.28, 0.00, 0.66, 0.00, 2.49, 0.07, 1.34, 0.01, 0.60, 0.57, 0.07, 0.55, 1.86, 0.30, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 1.10, 0.80, 0.09, 0.23, 0.00, 0.26, 0.00, 2.48, 0.06, 1.51, 0.01, 0.44, 0.37, 0.00, 0.81, 2.14, 0.99, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
