frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 0.77, 1.87, 0.06, 0.93, 0.00, 0.02, 0.11, 0.28, 0.00, 0.00, 0.00, 0.27, 2.87, 2.26, 0.07, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.88, 1, 0.00, 0.09, 0.59, 2.08, 0.20, 0.94, 0.00, 0.01, 0.11, 0.44, 0.00, 0.00, 0.00, 0.36, 2.84, 2.42, 0.02, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
3, 0, 0.067, 0.88, 1, 0.00, 0.21, 0.57, 2.20, 0.28, 0.81, 0.00, 0.00, 0.10, 0.59, 0.00, 0.00, 0.00, 0.41, 2.75, 2.50, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
4, 0, 0.100, 0.88, 1, 0.00, 0.36, 0.65, 2.23, 0.30, 0.65, 0.00, 0.00, 0.10, 0.66, 0.00, 0.00, 0.00, 0.42, 2.64, 2.43, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
5, 0, 0.133, 0.88, 1, 0.00, 0.49, 0.63, 2.17, 0.29, 0.49, 0.00, 0.00, 0.11, 0.72, 0.00, 0.00, 0.00, 0.32, 2.61, 2.39, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
6, 0, 0.167, 0.88, 1, 0.00, 0.41, 0.50, 2.07, 0.31, 0.52, 0.00, 0.00, 0.13, 0.74, 0.00, 0.00, 0.00, 0.24, 2.56, 2.34, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
7, 0, 0.200, 0.88, 1, 0.00, 0.28, 0.43, 2.02, 0.26, 0.49, 0.00, 0.00, 0.09, 0.81, 0.00, 0.00, 0.00, 0.17, 2.46, 2.40, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
8, 0, 0.234, 0.88, 1, 0.00, 0.08, 0.40, 2.02, 0.18, 0.52, 0.00, 0.00, 0.05, 0.69, 0.00, 0.00, 0.00, 0.12, 2.48, 2.39, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
9, 0, 0.267, 0.88, 1, 0.00, 0.09, 0.42, 1.99, 0.08, 0.45, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.00, 0.10, 2.54, 2.46, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
10, 0, 0.300, 0.88, 1, 0.00, 0.20, 0.50, 1.93, 0.10, 0.47, 0.00, 0.00, 0.00, 0.66, 0.00, 0.05, 0.00, 0.08, 2.61, 2.49, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00
