frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 1.57, 0.27, 0.31, 1.72, 0.29, 0.68, 0.74, 0.93, 0.34, 0.00, 1.87, 0.00, 2.10, 1.20, 1.84, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.88, 1, 0.00, 1.65, 0.27, 0.12, 1.85, 0.37, 0.71, 0.68, 0.85, 0.47, 0.00, 1.95, 0.00, 2.16, 1.19, 2.14, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.88, 1, 0.00, 1.77, 0.24, 0.12, 1.92, 0.39, 0.76, 0.61, 0.77, 0.53, 0.00, 1.89, 0.00, 2.20, 1.00, 2.28, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.00, 1.86, 0.18, 0.12, 1.93, 0.37, 0.85, 0.41, 0.73, 0.46, 0.00, 1.86, 0.00, 2.29, 0.75, 2.24, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.00, 1.86, 0.15, 0.11, 1.86, 0.20, 0.93, 0.21, 0.67, 0.49, 0.00, 1.74, 0.00, 2.36, 0.53, 2.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 1.81, 0.18, 0.01, 1.81, 0.15, 0.94, 0.11, 0.63, 0.53, 0.00, 1.76, 0.00, 2.47, 0.41, 2.02, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 1.82, 0.19, 0.00, 1.76, 0.28, 0.95, 0.14, 0.63, 0.67, 0.00, 1.64, 0.00, 2.51, 0.28, 1.81, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 1.92, 0.18, 0.00, 1.70, 0.38, 0.95, 0.23, 0.58, 0.81, 0.04, 1.63, 0.00, 2.56, 0.28, 1.62, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 2.11, 0.19, 0.10, 1.72, 0.37, 1.00, 0.23, 0.57, 0.90, 0.09, 1.56, 0.00, 2.53, 0.32, 1.66, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 2.32, 0.19, 0.20, 1.75, 0.21, 1.01, 0.27, 0.54, 0.99, 0.17, 1.57, 0.00, 2.52, 0.41, 1.77, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
