frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.43, 0.00, 0.11, 0.00, 0.77, 0.03, 0.24, 0.00, 0.00, 0.00, 0.40, 0.00, 0.46, 0.00, 1.30, 0.63, 2.18, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
2, 0, 0.033, 0.98, 1, 0.48, 0.00, 0.08, 0.00, 0.84, 0.12, 0.25, 0.01, 0.00, 0.00, 0.35, 0.00, 0.65, 0.00, 1.39, 0.55, 2.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3, 0, 0.067, 0.98, 1, 0.51, 0.00, 0.07, 0.00, 0.88, 0.12, 0.25, 0.03, 0.00, 0.00, 0.34, 0.00, 0.75, 0.00, 1.47, 0.55, 1.92, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
4, 0, 0.100, 0.98, 1, 0.53, 0.00, 0.06, 0.00, 1.02, 0.00, 0.34, 0.13, 0.02, 0.09, 0.25, 0.00, 0.81, 0.00, 1.61, 0.56, 1.74, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
5, 0, 0.133, 0.98, 1, 0.31, 0.00, 0.02, 0.00, 1.25, 0.11, 0.41, 0.22, 0.04, 0.33, 0.12, 0.00, 0.77, 0.00, 1.45, 0.61, 1.64, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
6, 0, 0.167, 0.98, 1, 0.13, 0.00, 0.00, 0.00, 1.54, 0.29, 0.41, 0.24, 0.12, 0.56, 0.00, 0.00, 0.78, 0.00, 1.14, 0.55, 1.53, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.71, 0.53, 0.29, 0.15, 0.24, 0.72, 0.00, 0.02, 0.78, 0.00, 0.77, 0.54, 1.53, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
8, 0, 0.234, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.79, 0.44, 0.12, 0.06, 0.41, 0.73, 0.00, 0.02, 0.80, 0.00, 0.61, 0.33, 1.61, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
9, 0, 0.267, 0.98, 1, 0.02, 0.00, 0.00, 0.00, 1.80, 0.39, 0.03, 0.02, 0.53, 0.76, 0.00, 0.02, 0.83, 0.00, 0.62, 0.28, 1.70, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.300, 0.98, 1, 0.02, 0.00, 0.00, 0.00, 1.70, 0.36, 0.00, 0.00, 0.52, 0.71, 0.00, 0.00, 0.83, 0.00, 0.55, 0.31, 1.85, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
